4,15,26,24,38,34,44,45,32,40,26,22,20,23,20,17,18,15,12,8,9,8,6,6,7,
2,2,10,26,37,41,53,35,37,44,39,44,24,32,24,19,28,20,17,16,12,10,7,7,8,
1,8,22,36,50,56,45,41,48,44,50,46,29,30,29,30,27,18,12,9,9,8,7,6,6,
1,1,3,1,2,2,5,28,45,37,65,76,81,79,61,51,48,47,39,41,30,25,20,14,14,
4,3,6,2,23,40,68,49,65,75,47,74,63,45,48,59,38,37,31,26,28,25,13,18,14,
1,3,5,2,4,4,13,52,68,58,70,74,62,73,70,63,53,55,49,35,32,25,23,26,21,
3,4,5,4,5,12,59,69,72,81,66,75,78,67,62,67,50,52,39,44,38,30,19,21,22,
6,4,4,7,28,51,77,83,86,70,74,72,66,89,76,42,46,46,40,38,23,21,18,17,16,
3,6,6,7,20,34,73,86,82,78,87,92,83,75,64,50,44,38,36,43,37,28,25,17,17,
5,5,9,13,25,63,80,87,91,96,86,84,69,67,60,41,30,40,32,38,38,27,26,18,24,
6,10,7,26,27,41,62,95,91,95,91,84,73,58,51,54,36,32,27,24,28,26,32,33,38,
49,47,43,37,34,35,28,29,39,39,66,80,71,49,47,43,36,39,27,30,20,20,23,20,20,
7,44,53,41,41,36,35,26,31,27,28,40,38,45,38,78,60,47,35,38,26,30,23,27,22,
55,52,47,48,36,34,34,33,33,29,39,33,40,36,57,73,45,42,39,26,30,32,23,25,18,
48,60,73,74,70,70,44,46,31,24,43,50,46,55,38,36,35,34,34,34,31,46,47,49,48,
100,92,77,67,58,71,66,60,61,54,49,44,44,51,45,28,36,50,72,51,35,48,41,29,25,
2,3,2,10,39,62,88,98,94,107,84,83,71,56,54,53,50,48,48,46,42,47,41,58,58,
5,13,49,46,99,89,99,115,87,76,63,49,50,38,38,41,43,28,31,28,29,30,28,26,45,
0,0,0,2,3,13,63,97,91,81,96,70,62,62,53,38,58,56,51,56,36,39,40,34,30,
0,0,0,0,0,0,1,1,30,69,166,113,95,81,74,58,66,57,49,40,48,39,26,29,32,
0,0,0,0,1,2,1,2,22,58,145,138,114,86,84,62,68,62,56,48,32,34,32,30,27,
0,0,0,0,0,0,0,1,1,0,3,28,49,92,142,134,96,85,76,68,69,60,39,39,41,
0,2,1,4,23,56,56,80,118,135,112,104,83,75,53,60,42,40,32,41,47,43,38,38,40,
1,3,4,5,8,74,77,87,101,87,94,97,83,90,89,55,87,73,49,49,39,38,37,31,29,
0,1,4,2,4,11,43,88,130,107,102,110,90,105,79,68,61,60,45,41,39,37,38,41,38,
0,1,2,1,1,2,33,71,92,85,109,86,101,95,102,88,84,84,62,46,30,37,34,34,33,
0,0,0,0,0,3,6,13,20,60,109,109,119,97,92,114,96,62,55,51,43,39,33,40,34,
13,15,27,56,110,123,101,97,108,93,91,79,63,50,46,57,37,41,39,47,29,27,24,18,15,
10,7,7,7,30,53,89,93,127,105,121,113,93,79,72,57,51,40,42,29,42,33,22,19,21,
4,9,10,11,22,84,102,124,119,114,130,94,85,75,57,47,47,38,43,33,43,25,27,18,22,
8,7,12,27,44,86,112,104,126,105,117,99,68,63,42,51,51,44,42,29,33,34,24,27,18,
38,52,39,42,48,44,43,50,52,55,88,77,72,53,47,46,42,40,30,31,23,21,24,26,18,
44,32,31,31,36,41,33,22,28,27,29,28,34,36,36,36,33,28,29,33,42,49,44,34,28,
44,28,28,28,24,25,38,32,28,25,24,27,27,35,29,30,30,25,31,22,29,31,30,38,60,
48,25,32,27,34,36,35,25,23,26,22,25,31,31,29,33,29,30,26,28,27,28,33,30,41,
54,37,38,38,46,30,35,28,31,27,27,40,31,41,30,35,33,35,33,40,36,56,37,41,25,
26,42,43,63,50,49,38,28,30,33,32,43,48,41,40,52,39,69,63,47,33,31,36,34,24,
41,55,52,39,43,36,38,31,43,45,49,47,38,49,75,76,63,36,41,39,41,28,33,35,27,
20,39,36,39,50,43,61,82,107,124,95,80,76,65,76,51,48,45,35,38,29,31,25,23,21,
16,13,10,29,78,112,113,132,135,106,84,96,88,74,70,72,52,38,35,30,26,28,24,23,18,
12,10,8,45,77,118,104,123,138,122,101,78,91,93,80,61,57,35,33,28,18,23,18,22,25,
13,11,6,54,85,96,101,90,140,119,95,110,77,69,84,71,48,44,38,26,31,21,22,17,17,
10,6,40,86,78,85,92,97,112,119,104,87,79,57,55,69,58,41,40,35,25,28,24,17,19,
9,8,16,62,83,97,84,92,110,114,110,100,82,67,56,72,50,53,36,33,27,26,22,19,22,
13,14,47,97,79,78,97,94,104,117,90,84,76,60,49,61,49,44,43,37,29,24,21,20,20,
66,112,88,79,72,70,67,67,64,51,68,64,55,62,61,42,46,46,40,28,26,28,29,21,21,
47,60,76,88,71,62,64,51,57,57,56,59,48,55,47,45,47,42,38,43,40,48,48,43,44,
40,73,85,79,76,69,60,42,46,50,40,50,47,71,67,59,51,39,44,49,51,32,35,39,38,
62,94,64,62,76,65,54,65,77,60,69,62,47,56,58,50,55,44,37,33,46,42,31,29,30,
75,69,81,83,68,77,84,79,82,68,75,68,54,72,51,47,51,37,40,36,32,37,32,20,22,
12,42,98,72,85,95,91,97,121,73,78,68,91,69,59,53,52,36,34,33,24,20,22,20,18,
12,9,26,95,81,112,89,113,121,105,78,86,89,70,78,59,44,32,29,22,26,19,22,18,16,
7,10,24,90,73,102,92,98,118,105,100,94,79,78,66,64,52,37,31,22,23,25,19,19,17,
7,16,87,79,85,84,92,104,112,104,88,80,69,63,58,56,44,54,36,31,24,26,17,17,18,
73,96,95,76,101,88,93,75,106,85,72,80,45,51,46,41,30,23,26,26,17,20,22,23,18,
70,70,63,123,144,104,83,77,61,48,59,61,54,55,45,33,38,32,34,23,21,20,19,20,14,
9,9,47,57,87,146,138,105,84,74,57,69,58,66,51,48,46,42,39,31,34,28,20,25,15,
