10,54,128,152,158,124,97,90,77,82,73,63,65,42,42,42,44,52,48,43,53,36,36,34,27,
1,3,16,26,28,33,32,53,73,55,51,37,41,43,45,41,61,47,35,32,27,27,23,24,27,
4,1,2,8,6,24,32,48,53,50,54,83,61,59,46,53,40,31,18,19,16,15,13,18,12,
4,10,23,39,38,49,50,36,39,33,24,23,18,24,15,21,20,14,21,16,20,21,22,19,18,
45,43,41,50,43,31,29,32,30,23,29,22,16,20,15,19,13,16,13,13,14,14,11,12,8,
1,2,11,23,16,25,27,40,43,29,34,38,29,21,22,22,14,14,14,8,7,10,6,9,7,
0,1,1,19,24,18,21,16,30,48,38,33,37,33,25,21,15,13,12,11,11,8,8,8,11,
1,2,12,24,27,18,16,30,43,39,47,36,22,23,21,16,14,10,9,10,7,7,7,8,8,
42,24,20,19,29,43,29,25,29,18,13,14,15,13,12,7,7,6,10,9,5,7,5,3,5,
18,31,20,18,22,28,31,41,32,20,23,17,13,15,10,10,8,12,7,8,6,5,7,7,4,
1,1,10,31,25,17,18,17,21,35,39,36,26,25,26,21,18,14,12,10,10,8,7,9,8,
2,21,21,29,15,17,19,15,35,35,35,35,25,21,21,21,15,9,9,8,8,9,5,5,2,
1,5,15,28,21,18,16,14,21,41,25,39,44,25,27,17,16,14,11,12,8,8,6,7,4,
2,5,24,29,17,15,18,20,32,28,39,40,27,30,21,18,12,10,8,8,10,6,5,6,5,
1,6,28,28,22,15,12,19,27,32,33,38,25,27,22,17,11,11,10,8,9,6,7,6,3,
1,1,9,31,25,17,20,12,19,35,34,39,29,33,27,20,14,10,12,12,8,8,7,7,6,
3,22,19,16,24,29,27,26,27,27,32,26,11,11,14,14,11,10,8,9,10,6,7,5,4,
1,8,19,31,18,19,21,40,33,31,30,22,14,13,13,9,10,8,8,7,9,6,5,5,3,
1,2,15,21,20,23,15,23,43,40,24,27,22,21,12,10,10,5,7,7,6,4,6,4,3,
0,1,1,4,12,15,24,20,26,29,46,36,27,27,23,19,21,14,8,8,6,7,5,6,5,
0,1,1,1,11,13,20,23,25,29,49,44,27,28,27,19,14,15,13,11,8,7,5,5,6,
2,1,1,2,16,11,24,23,48,49,38,37,33,31,17,18,16,11,12,7,8,7,6,9,6,
3,1,3,9,36,34,28,40,55,38,40,35,27,26,19,16,15,10,13,9,7,7,6,6,6,
1,2,3,7,24,29,43,35,40,34,45,51,34,31,26,17,20,17,15,16,10,8,8,10,7,
3,5,9,19,35,30,28,36,42,43,38,52,40,35,26,25,20,19,14,14,12,13,7,7,8,
5,7,20,38,29,31,37,47,44,42,37,38,42,34,23,24,19,22,14,15,13,11,8,8,8,
0,2,2,2,7,32,42,54,53,33,49,73,52,44,32,24,18,18,19,15,13,11,12,10,9,
2,3,12,11,14,18,34,35,66,51,53,43,29,28,27,19,29,16,15,19,7,12,13,12,12,
2,1,2,16,19,20,20,18,32,32,39,38,36,30,30,31,17,21,18,18,21,14,11,15,12,
1,1,5,34,19,19,22,14,20,37,37,28,29,21,28,24,23,16,16,11,10,9,9,9,9,
2,11,26,11,11,14,19,18,18,21,24,31,34,29,21,19,19,12,13,10,8,7,11,8,7,
37,8,14,17,13,16,16,8,19,13,13,18,17,21,19,15,12,11,12,8,8,8,7,5,7,
23,17,13,15,19,16,13,15,13,14,11,14,15,12,9,9,13,15,13,18,12,11,6,12,10,
12,14,11,7,9,11,13,9,14,15,10,19,10,27,32,22,26,12,11,13,9,8,7,7,6,
11,12,12,12,9,10,14,14,14,13,14,13,13,22,26,28,27,20,18,9,8,9,7,6,8,
10,13,14,12,10,11,13,14,16,14,13,16,15,16,37,27,22,20,18,15,15,16,7,6,6,
4,20,17,16,11,10,14,14,18,12,18,20,31,28,25,25,26,22,16,17,10,13,12,11,7,
1,1,8,31,19,17,19,16,20,23,12,32,37,31,31,29,21,21,22,13,21,18,18,23,12,
0,4,15,15,22,20,20,20,30,47,34,42,32,28,26,34,25,18,18,16,15,12,15,11,10,
1,3,3,6,13,23,33,46,55,58,45,44,35,31,35,29,21,15,14,13,13,15,11,10,11,
2,3,2,2,4,8,22,42,44,39,60,84,62,37,37,23,25,30,17,16,12,17,14,11,13,
0,0,0,3,1,1,3,2,13,33,23,25,25,35,51,51,46,64,67,58,60,48,34,30,35,
9,9,50,74,74,88,103,97,104,114,81,85,98,99,66,78,67,66,69,50,45,33,31,29,29,
12,11,10,11,93,140,140,126,118,122,149,138,123,123,100,86,65,43,35,32,36,34,29,23,20,
8,12,12,16,49,138,137,136,150,173,168,158,110,82,70,58,58,54,53,54,36,41,32,26,24,
12,17,21,52,114,146,147,153,178,168,179,105,87,75,58,58,51,47,49,36,34,34,34,29,19,
12,18,31,42,89,151,159,241,188,143,115,98,88,91,67,54,54,51,48,37,35,26,32,22,20,
19,13,35,44,52,115,219,206,233,142,119,103,92,80,75,60,61,50,48,47,32,34,28,30,21,
17,13,17,53,54,70,163,226,253,199,142,108,107,76,73,63,73,57,63,39,42,27,35,26,23,
19,17,24,53,61,132,227,199,235,165,147,93,98,93,90,74,68,55,39,32,36,33,24,24,22,
98,111,114,92,100,88,69,56,54,52,39,33,22,19,16,15,12,8,9,10,6,6,5,2,2,
51,119,128,170,178,159,120,104,81,68,83,85,78,64,80,62,47,61,38,52,37,42,26,32,23,
16,55,80,111,108,212,165,147,118,137,94,78,76,69,58,64,45,48,37,37,40,36,37,32,27,
77,120,65,53,55,75,74,88,130,93,87,76,90,65,54,79,54,43,33,49,47,33,32,29,35,
44,80,72,64,51,38,50,47,48,47,52,94,76,79,71,52,48,48,43,35,47,46,33,49,52,
20,61,85,76,54,50,53,53,53,40,53,83,116,79,80,90,53,50,50,62,44,48,39,43,38,
15,14,16,33,59,74,89,73,122,138,160,139,113,103,110,84,79,62,59,56,55,47,51,45,36,
20,22,70,119,177,210,175,125,157,105,110,108,75,99,75,71,57,42,44,33,31,24,17,17,17,
17,17,32,55,131,188,238,150,140,124,102,110,88,73,70,65,44,36,29,34,27,27,23,19,18,
12,12,20,25,49,102,192,219,188,112,132,116,104,110,74,60,45,40,36,32,21,25,26,22,17,
11,14,16,25,46,46,158,214,193,129,107,146,109,92,86,74,54,40,35,35,24,26,23,22,17,
11,11,15,28,47,52,140,227,189,146,119,148,109,103,74,51,46,36,44,32,25,23,26,24,20,
